tree1,tree2,dissimilarity,fire.history.1,fire.history.2,comp.fire,range.1,range.2,comp.range
F4,LB057,0.852968105,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB057,0.920112218,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB057,0.974063315,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB057,0.974330523,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB057,0.921421123,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB057,0.955019935,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB057,0.827007153,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB058,LB058,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB059,LB058,0.991519308,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB058,0.98290369,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB058,0.975435532,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB058,0.976734962,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB058,0.997419932,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB058,0.942032257,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB058,0.937133789,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB058,0.996922456,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB058,0.996964602,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB058,0.936640938,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB058,0.994674456,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB058,0.979616307,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB059,LB059,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB059,0.602571159,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB059,0.779256978,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB059,0.792001843,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB059,0.875794811,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB059,0.805516408,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB059,0.724058639,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB059,0.94274538,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB059,0.906952364,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB059,0.910706642,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB059,0.498885586,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB059,0.78772699,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB060,LB060,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB060,0.737050044,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB060,0.74331153,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB060,0.971260814,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB060,0.746081685,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB060,0.525785386,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB060,0.964976367,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB060,0.965624657,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB060,0.897588915,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB060,0.939581394,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB060,0.770315117,burned,unburned,Different,santa.catalina,santa.catalina,Same
F1,F1,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F2,F1,0.378198505,burned,burned,Same,santa.catalina,santa.catalina,Same
F3,F1,0.925276903,burned,burned,Same,santa.catalina,santa.catalina,Same
F4,F1,0.634995243,burned,burned,Same,santa.catalina,santa.catalina,Same
F5,F1,0.761693102,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F1,0.91054336,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F1,0.908804409,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F1,0.760395548,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F1,0.857919685,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F1,0.469088919,burned,burned,Same,santa.catalina,santa.catalina,Same
F2,F2,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F3,F2,0.935888665,burned,burned,Same,santa.catalina,santa.catalina,Same
F4,F2,0.662701177,burned,burned,Same,santa.catalina,santa.catalina,Same
F5,F2,0.758246913,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F2,0.922334078,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F2,0.923667202,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F2,0.770883056,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F2,0.865903289,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F2,0.489253947,burned,burned,Same,santa.catalina,santa.catalina,Same
F3,F3,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F4,F3,0.576352009,burned,burned,Same,santa.catalina,santa.catalina,Same
F5,F3,0.928638956,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F3,0.859316505,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F3,0.457374603,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F3,0.973065146,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F3,0.93114459,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F3,0.770713831,burned,burned,Same,santa.catalina,santa.catalina,Same
F4,F4,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F5,F4,0.807910343,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F4,0.84656571,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F4,0.708855424,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F4,0.851281833,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F4,0.873704899,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F4,0.613486923,burned,burned,Same,santa.catalina,santa.catalina,Same
F5,F5,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F5,0.849180074,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F5,0.937013118,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F5,0.889022242,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F5,0.92916254,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F5,0.383084577,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F10,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F10,0.288226967,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F10,0.344302912,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F10,0.891187797,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F10,0.849090101,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F6,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F6,0.54163589,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F6,0.901634624,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F6,0.827472925,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F7,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F7,0.555632458,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F7,0.788336523,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F8,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F8,0.877499742,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F9,0,burned,burned,Same,santa.catalina,santa.catalina,Same
