"test","F.model.burn.status","r2.burn.status","p.burn.status","F.model.po4","r2.po4","p.po4","F.model.temp","r2.temp","p.temp"
"jaccard",1.81545276979897,0.0402076123809967,0.002997002997003,2.07890490162397,0.046042399919171,0.000999000999000999,2.75317824946244,0.0609758214103443,0.000999000999000999
"morisita",7.10739250711587,0.111255626011888,0.000999000999000999,5.69232670261383,0.0891048820125561,0.000999000999000999,6.23531108533495,0.09760449243281,0.000999000999000999
