"test","F.model.burn.status","r2.burn.status","p.burn.status","F.model.range","r2.range","p.range","F.model.temp","r2.temp","p.temp"
"jaccard",2.19302150461751,0.0454029028279307,0.004995004995005,2.89302947443319,0.0598954163602418,0.000999000999000999,3.28917154078361,0.0680968862075249,0.000999000999000999
"morisita",3.80273631792706,0.071860511420629,0.002997002997003,3.32957273130664,0.0629191138380858,0.000999000999000999,4.37852001467142,0.0827411267082715,0.000999000999000999
