OTU_ID,F1,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F2,F20,F3,F4,F5,F6,F7,F8,F9,LB019,LB020,LB021,LB023,LB024,LB055,LB056,LB057,LB058,LB059,LB060,NF11,NF12,NF13,NF14,NF15,NF16,NF17,NF18,NF19,NF20,taxonomy
otu88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe
otu89,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;NA
otu9,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula
otu90,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Pseudotomentella
otu94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Sebacina
otu95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Pachyphlodes
otu96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ascomycota;Leotiomycetes;Rhytismatales;NA;NA
otu97,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;NA
otu98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe
otu99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ascomycota;Pezizomycetes;NA;NA;NA
