"test","F.model.range","r2.range","p.range","F.model.po4","r2.po4","p.po4","F.model.temp","r2.temp","p.temp"
"jaccard",1.76298450020633,0.0769352044314828,0.013986013986014,1.76298450020633,0.0769352044314828,0.013986013986014,1.87777043755136,0.0819443690352926,0.015984015984016
"morisita",1.54357720929273,0.0652229446112938,0.0949050949050949,1.54357720929273,0.0652229446112938,0.0949050949050949,2.00986133765412,0.0849255054512373,0.010989010989011
