"test","F.model.burn.status","r2.burn.status","p.burn.status","F.model.po4","r2.po4","p.po4","F.model.temp","r2.temp","p.temp"
"jaccard",2.893029474433,0.0598954163602418,0.000999000999000999,2.76067922730333,0.057155322203833,0.000999000999000999,2.77362354486249,0.0574233130060548,0.000999000999000999
"morisita",16937.3089235436,0.592166795331552,0.000999000999000999,1018.91914720889,0.0356237279976594,0.000999000999000999,3684.00151134057,0.128801061539044,0.000999000999000999
