"test","F.model.range","r2.range","p.range","F.model.po4","r2.po4","p.po4","F.model.temp","r2.temp","p.temp"
"jaccard",1.33288463915387,0.060979016152966,0.126873126873127,1.33288463915387,0.060979016152966,0.126873126873127,1.47387707627367,0.0674293719062084,0.0599400599400599
"morisita",4.02830860853656,0.123086707871691,0.022977022977023,4.02830860853656,0.123086707871691,0.022977022977023,3.41035515463258,0.104204873421918,0.0629370629370629
